course_code,name,num_students,prof
RELS163,Popular Culture and Religion,48,Shobhana Xavier
RELS207,"Religion, Hate, and Xenophobia",68,Amarnath Amarasingam
RELS223,Buddhism,126,Colin Simonds
RELS227,Indigenous Religious Traditions,94,Jorge Legoas
RELS232,Religion and Social Movements,77,Amarnath Amarasingam
RELS331,Religion and Violence,82,Amarnath Amarasingam
RELS332,"Race, Ethnicity, and Religion",59,Shobhana Xavier
RELS341,"Spirituality, Secularity, and Nonreligion",144,Sharday Mosurinjohn
SOCY122,Introduction to Sociology,126,Rob Beamish
SOCY201,Selected Topics in Sociology,146,Pinar  Tuzcu
SOCY211,Introduction to Statistics,137,Victoria Sytsma
SOCY225,Sociology of Globalization,57,Fauzia Husain
SOCY226,Central Concepts in Sociological Theory,100,Thomas Abrams
SOCY275,Theories of Deviance and Social Control,39,Stephen Baron
SOCY276,Substantive Issues in Social Deviance,52,Nicole Myers
SOCY301,Selected Topics in Sociology,89,Fauzia Husain
SOCY304,Selected Topics in Communications and Information Technology,55,Pinar  Tuzcu
SOCY306,Consumer Culture,28,Martin Hand
SOCY388,Sociology of Criminal Justice,56,Nicole Myers
SOCY457,Law and Social Structure,73,Fiona Kay
SPAN111,Beginning Spanish I,65,Consuelo Kani
SPAN112,Beginning Spanish II,92,Consuelo Kani
SPAN204,Español intermedio,143,Max Antonio Lizano
SPAN206,Spanish Conversation and Culture,66,Max Antonio Lizano
STAT252,Introductory Applied Probability,112,Glen Takahara
STAT263,Introduction to Statistics,137,Charles Arthur Molson
STAT268,Statistics and Probability I,31,Yanglei Song
STAT269,Statistics and Probability II,114,Devon Lin
STAT362,R for Data Science,109,Brian Ling
STAT462,Statistical Learning I,131,Devon Lin
STAT473,Generalized Linear Models,42,Wenyu Jiang
STAM200,Introduction to Statistics,66,Mike Lavender
WRIT120,Fundamentals of Effective Writing,137,Laura Kinderman
WRIT125,Fundamentals of Academic Essay Writing,148,Lori Vos
WRIT225,"Writing for Research, Analysis, and Reflection",95,Martina Hardwick
APSC100,Engineering Practice 1,86,Brian Matthew Frank
APSC101,Engineering Design & Practice,116,Aphra Rogers
APSC112,Physics II,30,Sarah Sadavoy
APSC131,Chemistry of Engineering Materials and Processes,139,Mark Daymond
APSC143,Introduction to Computer Programming for Engineers,48,Samir Mohammad
APSC151,Earth Systems Engineering,22,Mark S Diederichs
APSC161,Engineering Graphics,107,Gene Zak
APSC171,Calculus I,142,Kexue Zhang
APSC174,Introduction To Linear Algebra,148,Abdol-Reza Mansouri
APSC182,Applied Engineering Mechanics,63,Colin MacDougall
APSC200,Engineering Design & Practice II,87,Jan Sneep
APSC221,Economic and Business Practice,99,Jan Sneep
APSC381,Advanced Design and Skills for Innovation,75,David S Strong
CHEE209,Analysis of Process Data,47,Jakob Straznicky
CHEE210,Thermodynamics of Energy Conversion Systems,44,Nick Hudon
CHEE221,Chemical Processes and Systems,68,Louise Meunier
CHEE222,Process Dynamics and Numerical Methods,78,Kimberly B McAuley
CHEE229,Cell Based Engineering Principles,25,Kevin De France
CHEE321,Chemical Reaction Engineering,96,Michael F Cunningham
CHEE363,Electrochemical Engineering,134,Mahmoud Khademi
CHEE380,Biochemical Engineering,66,Louise Meunier
CIVL210,Chemistry For Civil Engineers,99,Xiaying Xin
CIVL340,Geotechnical Engineering 1,146,Fady Abdelaal
CIVL442,Geotechnical Design,83,Richard W I Brachman
CMPE212,Introduction to Computing Science II,59,Burton Ma
CMPE325,Human-Computer Interaction,35,Sara Nabil
CMPE332,Database Management Systems,26,Wendy L Powley
CMPE365,Algorithms I,43,James A Stewart
CMPE457,Image Processing & Computer,75,James A Stewart
ELEC221,Electric Circuits,103,Suzan Eren
ELEC224,Continuous-Time Signals and Systems,137,Ilmin Kim
ELEC252,Electronics I,87,Brian Matthew Frank
ELEC270,Discrete Mathematics with Computer Engineering App,84,Karen Rudie
ELEC271,Digital Systems,30,Ryan Grant
ELEC274,Computer Architecture,84,Naraig Manjikian
ELEC278,Fundamentals Of Information Structures,85,Jianbing Ni
ELEC279,Introduction to Object Oriented Programming,29,Xiaodan Zhu
ELEC324,Discrete-Time Signals and Systems,108,Wai-Yip Geoffrey Chan
ELEC326,Probability & Random Processes,77,Saeed Gazor
ELEC353,Electronics II,146,Alois Peter Freundorfer
ELEC371,Microprocessor Interfacing and Embedded Systems,47,Naraig Manjikian
ELEC373,Computer Networks,149,Ning Lu
ELEC377,Operating Systems,86,Thomas R Dean
ELEC421,Digital Signal Processing,105,Wai-Yip Geoffrey Chan
ELEC451,Digital Integrated Circuit Engineering,35,Sean Whitehall
ELEC461,Digital Communications,78,Scott S H Yam
ELEC472,Artificial Intelligence,129,Ali Etemad
ENCH212,Principles of Chemical Reactivity,104,Jason Vlahakis
ENCH245,Applied Organic Chemistry I,138,Jason Vlahakis
ENPH211,Applied Physics,23,Philippe Stefano
ENPH225,Mechanics,52,Mark Chen
ENPH242,Relativity And Quanta,101,Marc Dignam
ENPH316,Mathematical Methods in Physics I,104,Lawrence M Widrow
ENPH321,Advanced Mechanics,137,Aaron Vincent
ENPH334,Electronics For Applied Scientists,132,Bhavin Shastri
ENPH336,Solid State Devices,81,Nir Rotenberg
ENPH344,Intro. To Quantum Mechanics,130,Greg van Anders
ENPH345,Quantum Physics Of Atoms,106,Aaron Vincent
ENPH431,Electromagnetic Theory,47,Robert J Gooding
ENPH480,Solid State Physics,125,Nir Rotenberg
GEOE333,Terrain Evaluation,92,Rob Haarp
MECH203,Mathematical and Computational Tools for Mechanical Engineers II,54,Laurent Beland
MECH210,Electronic Circuits and Motors for Mechatronics,78,Amy Wu
MECH211,Manufacturing Methods,99,Vahid Fallah
MECH217,Measurement in Mechatronics,86,Richard Sellens
MECH221,Solid Mechanics I,62,Hao Sun
MECH228,Kinematics And Dynamics,52,Roshni Rainbow
MECH229,Kinematics and Dynamics,54,Pushparaj Pathak
MECH230,Applied Thermodynamics I,60,Gabriel Ciccarelli
MECH241,Fluid Mechanics I,42,Ugo Piomelli
MECH270,Materials Science and Engineering,66,Mark Daymond
MECH302,Mathematical and Computational Tools for Mechanical Engineers III,73,Alan Ableson
MECH310,Digital Systems for Mechatronics,116,Matthew Robertson
MECH321,Solid Mechanics II,100,Yongjun Lai
MECH330,Applied Thermo II,33,Francesco Ambrogi
MECH341,Fluid Mechanics II,114,Ugo Piomelli
MECH346,Heat Transfer,92,Baixuan Yang
MECH370,Prin Of Materials Processing,103,Bradley J Diak
MECH448,Compressible Fluid Flow,39,Patrick H Oosthuizen
MECH455,Computer Integrated Manufacturing,147,Gene Zak
MECH480,Airplane Aerodynamics and Performance,96,Ugo Piomelli
MECH495,Ergonomics And Design,103,Stephan Dobri
MREN223,Signals and Systems,26,Melissa  Greeff 
MINE201,Introduction to Mining and Mineral Processing,39,Charlotte Gibson
SOFT437,Performance Analysis,137,Samir Mohammad
