Unnamed: 0.1,Unnamed: 0,course_code,course_name,units,description,requirements,faculty,outcomes,prerequisites,corequisites,exclusions,recommended,department_name,year,department_code,instructor
79,55,ARTH 354,Age of Rembrandt,3.0,"A detailed study of painting and related arts in the Netherlands, ca.1580-1700. Developments in style and the growth of subject types such as genre, portraiture, landscape, and still life are examined in the cultural context of life in the Dutch Republic, with particular attention to the achievements of artists such as Rembrandt, Hals, and Vermeer.
NOTE Also offered online, consult Arts and Science Online (Learning Hours may vary).",Prerequisite Level 3 or above. Recommended ARTH 253/3.0.,Faculty of Arts and Science,,Level 3 or above.,,,ARTH 253/3.0.,Art History,3.0,ARTH,
80,56,ARTH 370,Architecture of the Baroque Period,3.0,"Baroque and Rococo architecture and urbanism of Europe and beyond including Italy, France, Iberia, Central and Eastern Europe, Scandinavia, New Spain (Mexico), Peru, Brazil, India, Macau, Philippines. Includes Italian bel composto, impact of theater, salon culture in Paris, indigenous contributions outside Europe, ephemera, gardens.",Prerequisite Level 3 or above.,Faculty of Arts and Science,,Level 3 or above.,,,,Art History,3.0,ARTH,
81,57,ARTH 372,Art of Colonial Latin America,3.0,"Considers art, architecture, and ephemera in Colonial Latin America (1492-1820) with particular attention to the aboriginal contribution to visual culture and built environment and the impact of multiculturalism (Africans, Asians, mestizos, Europeans of various nationalities).",Prerequisite Level 3 or above.,Faculty of Arts and Science,,Level 3 or above.,,,,Art History,3.0,ARTH,
82,58,ARTH 373,15th-Century Netherlandish Painting,3.0,"This course surveys painting in the geographic area of the Low Countries, now roughly the kingdoms of Belgium and the Netherlands, between 1400 and 1500.",Prerequisite Level 3 or above. Exclusion ARTH 375/3.0*.,Faculty of Arts and Science,,Level 3 or above.,,ARTH 375/3.0*.,,Art History,3.0,ARTH,
83,59,ARTH 374,16th-Century Netherlandish Painting,3.0,"This course surveys painting in the geographic area of the Low Countries, now roughly the kingdoms of Belgium and the Netherlands, between 1500 and 1600.",Prerequisite Level 3 or above. Exclusion ARTH 375/3.0*.,Faculty of Arts and Science,,Level 3 or above.,,ARTH 375/3.0*.,,Art History,3.0,ARTH,Ron Spronk
84,60,ARTH 377,Modern Design and Materiality,3.0,"This course focuses on craft and design in the late nineteenth and early twentieth centuries with a focus on materials and materiality, the emergence of material innovations including chrome, plastic and synthetic textiles, modernist aesthetics, and the new meanings society attached to these.",Prerequisite Level 3 or above.,Faculty of Arts and Science,,Level 3 or above.,,,,Art History,3.0,ARTH,
85,61,ARTH 378,Global Textiles,3.0,"This course traces the global flows of textiles including South Asia, the Americas, Europe, and Africa. Topics include the role of textiles in cross-cultural exchange, the industrial revolution, colonialism, and slavery, and textiles as markers of cultural identity and creative expression.",Prerequisite (Level 3 or above) or permission of the Department.,Faculty of Arts and Science,,(Level 3 or above) or permission of the Department.,,,,Art History,3.0,ARTH,
86,62,ARTH 380,Venice and its Biennale: Global Circuits of Contemporary Art,6.0,"A four-week travel study course that gives students the opportunity to experience the Venice Biennale first hand. Through on-site and experiential learning at the Biennale and other arts institutions in Venice, students will study the production, display and circulation of global contemporary art.
NOTE Accommodation/Travel: estimated cost $4,000. Costs of travel and accommodation abroad must be paid by the student. Consult the Department of Art History for more information.",Prerequisite A minimum of 6.0 units in ARTH.,Faculty of Arts and Science,,A minimum of 6.0 units in ARTH.,,,,Art History,3.0,ARTH,
87,63,ARTH 383,The City,3.0,"This course examines the city (past, present, and future) and its ability to be ecologically sustaining. We will focus on the design of cities (their buildings, streets, public spaces, communities) as well as on the confluences of nature, culture, technology, and economics in those spaces.",Prerequisite Level 3 or above.,Faculty of Arts and Science,,Level 3 or above.,,,,Art History,3.0,ARTH,Katherine Romba
88,64,ARTH 390,Writing Art History Today,3.0,An examination of the history of the discipline and the epistemological assumptions underpinning art historical research and writing in the past and present.,Prerequisite Level 3 or above.,Faculty of Arts and Science,,Level 3 or above.,,,,Art History,3.0,ARTH,
89,65,ARTH 391,Art Forgeries,3.0,"This course examines forgeries of art and their impact on society through an interdisciplinary approach taking into consideration history, economics, law, and science.",Prerequisite Level 3 or above.,Faculty of Arts and Science,,Level 3 or above.,,,,Art History,3.0,ARTH,Dawn Cunningham
90,66,ARTH 395,Internship,3.0,"Students in Art History and Fine Art can apply to take a practical internship in a museum or gallery, where they would undertake research or curatorial activities. All internships must be approved in advance by written application to the Undergraduate Chair. Approval will depend on the quality of the proposal and the academic record of the applicant. Students are required to write a report about their experience and are evaluated jointly by the employer and a faculty member from the Department of Art. It is the responsibility of students to arrange internships.
NOTE Depending on location, substantial travel and subsistence costs may be involved.","Prerequisite Level 3 or above and registration in an ARTH Major, Joint Honours Plan, or ARTV Major and permission of the Department. Exclusion FILM 395/3.0.",Faculty of Arts and Science,,"Level 3 or above and registration in an ARTH Major, Joint Honours Plan, or ARTV Major and permission of the Department.",,FILM 395/3.0.,,Art History,3.0,ARTH,
91,67,ARTH 401,Studies in Iconography,3.0,"The study of a selected theme within the subject matter of Western art, concentrating on its changing modes of representation in response to historical and artistic circumstances.",Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,
92,68,ARTH 402,Studies in Renaissance Painting Technique,3.0,An in-depth study of Renaissance painting techniques in Italy and/or Northern Europe. Selected issues of technique and conservation will be examined within a broader art-historical framework.,Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,
93,69,ARTH 403,Hacking the Museum,3.0,"This project-based seminar explores the interface of digital technologies, museums, and cultural heritage interpretation. Students build practical knowledge and theoretical understandings around technology, audience interpretation and knowledge creation.",Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,
94,70,ARTH 404,Studies in Conservation,3.0,"A detailed study of selected topics in the conservation of art, architecture and material culture. Topics may include: the history and theory of conservation, the development of conservation as a profession, the ethics of conservation, conservation practice in the context of the museum, conservation and art history.",Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,
95,71,ARTH 405,Cultural Heritage Preservation,3.0,"An investigation of how cultural heritage has been preserved in different parts of the world in the past and the present, focusing on methods used to ameliorate or prevent damage and destruction caused by the environment, war, looting and restoration. Case studies will be drawn from the UNESCO World Heritage list.",Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,
96,72,ARTH 410,Studies in the History of Textiles and Dress,3.0,Studies in the textiles and dress of selected periods with a focus upon visual culture and/or material culture.,Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,
97,73,ARTH 412,"Topics in Design History, Craft, and Material Culture",3.0,"A detailed study of one area or topic in design history, craft, and material culture.
NOTE This course is repeatable for credit under different topic titles.",Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,
98,74,ARTH 415,Topics in Medieval Art History,3.0,A detailed study of one area or topic in the history of medieval European art.,Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,
99,75,ARTH 420,Art and Activism,3.0,"An examination of both modern and postmodern contemporary art as activism sampled from Western and non-Western practices. The chronological period of study is from the end of the 1960s to the present. Theoretical frameworks to be used include social movement theory, postcolonial theory, and critical museum studies.",Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,
100,76,ARTH 421,Topics in Modern Art,3.0,A detailed study of one area or topic in the history of early 20th-century art.,Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,
101,77,ARTH 422,Topics in Contemporary Art,3.0,A detailed study of one area or topic in contemporary art,Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,
102,78,ARTH 425,House: Studies in the History of an Idea,3.0,"This course considers the house as a central typology in the history of architecture and will explore it in its fullest theoretical and literary contexts. We consider the house as an idea and a material whole, including the art that it housed, the functions and performances that it staged, and the patrons, architects and designers that created it.",Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,
103,79,ARTH 429,Topics in 19th-Century Art,3.0,A detailed study of one area or topic in the history of 19th century art.,Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,
104,80,ARTH 433,"Art, Tourism, and Modernity",3.0,"An examination of the relationship of art and tourism. Topics include the role of tourism in the creation of tourist, Folk and Primitive art, souvenir and craft; the relationship of museums and cultural tourism to the rise of global capitalism; the ways in which art in a tourism economy participates in the politics of identity and representation.",Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,
105,81,ARTH 434,Non-Western Art in Western Collections,3.0,A consideration of the history of collecting and public collections; of museum policy and practice; and of Western notions of art and culture as they are applied in the museum to non-Western art.,Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,Lynda L Jessup
106,82,ARTH 435,Art History Theory and Methods,3.0,"This course examines a range of theoretical approaches used currently in art historical scholarship, including Marxism, gender theory, psychoanalysis, structuralism, poststructuralism, and postcolonialism.",Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,
107,83,ARTH 436,Anthropological Theory and Art History,3.0,"This course will examine a range of theories from anthropology, which offers a number of concepts for exploring the social in the visual, material, and spatial world. We will assess the potential roles of the theory for art historical analysis.",Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,
108,84,ARTH 438,Studies in Indigenous Arts and Visual Culture of North America,3.0,"This seminar offers an in-depth study of a topic in North American Indigenous arts and visual culture, including theoretical and methodological readings.
NOTE This course is repeatable for credit under different topic titles.",Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,
109,85,ARTH 442,Critical Writing on Photography: Meaning and Practice,3.0,"This seminar focuses on historical and contemporary critical writing to explore historical and contemporary perspectives on the nature, theory, and practice of photography. It is a course about ideas rather than images - ideas about photographs, about looking at photographs, and about reading photographs - ideas that have governed the way we look at, respond to, and draw meaning from photographs.",Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,
110,86,ARTH 446,Topics in Northern Renaissance and Baroque Art,3.0,"A detailed study of one artist or theme in the visual culture of northern Europe, primarily The Netherlands and/or Germany. Topics may focus on the Renaissance and/or Baroque era (ca.1400-1750).
NOTE This course is repeatable for credit under different topic titles.",Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher. Recommended (ARTH 214/3.0 and ARTH 215/3.0) or ARTH 353/3.0*; ARTH 354/3.0; ARTH 373/3.0; ARTH 374/3.0.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,(ARTH 214/3.0 and ARTH 215/3.0) or ARTH 353/3.0*; ARTH 354/3.0; ARTH 373/3.0; ARTH 374/3.0.,Art History,4.0,ARTH,
111,87,ARTH 451,Caravaggio and Artemisia,3.0,"Explores Caravaggio, Artemisia Gentileschi and contemporaries in Baroque Italy. Considers issues such as naturalism/idealism, patronage, populist piety, gender. One of the goals is to look at the ways in which these artists' personalities have been projected onto their work by scholars, essayists, novelists, and filmmakers.",Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,Gauvin Bailey
112,88,ARTH 460,Curatorial Studies,3.0,"This seminar, held at the Agnes Etherington Art Centre, integrates historical, theoretical, and practical approaches to contemporary curatorial issues.
NOTE This course is repeatable for credit under different topic titles.",Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,
113,89,ARTH 472,"Art and Global Encounter in Asia, the Americas and Africa, 1492-1850",3.0,"An assessment of hybrid art focusing on the period of European evangelization of non-European civilizations, 15th-19th c., a global encounter involving the widest spectrum of peoples, races, cultures, and religions. Will consider the transformation of the arts of Early Modern Europe in contact situations in Asia, Africa, Latin America, and Quebec.",Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,
114,90,ARTH 482,Gothic Sculpture,3.0,A study of the evolution of Gothic sculpture from the mid-12th century to the 15th century. Topics will range from the elaborate sculptural programs of great cathedrals to the work of Claus Sluter and other major sculptors of the late Middle Ages.,Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,
115,91,ARTH 485,A Social and Material History of Italian Renaissance Sculpture,3.0,"The course will explore the diverse materials used for sculpture (marble, bronze, wood, clay, wax, etc.) and their social functions - how sculptures were a part of cult practices, dressing sculptures, speaking statues, miraculous sculptures, iconoclasm, reliquaries, and domestic objects.",Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,
116,92,ARTH 490,Topics in Word and Image,3.0,"The study of how words and images interact in visual and material culture. Topics may vary to address a selected theme, historical period, artist, movement, or art form, such as: illustrated books or manuscripts; art as inspiration for literary works or vice versa; scientific and technical illustration; words as images; film; digital media.
NOTE This course is repeatable for credit under different topic titles.",Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,
117,93,ARTH 492,Studies in the Literature of Art,3.0,"The detailed, analytic study of a selected body of texts within the literature of art, directed towards gaining an understanding of the dominant theories, critical attitudes, or historical perspectives on art during a particular period.",Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,
118,94,ARTH 494,Topics in Baroque Art,3.0,A study of selected topics in the art of the 17th century.,Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,
119,95,ARTH 496,Studies in the History of Prints and Drawings,3.0,A detailed study in the history of prints and drawings.,Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,,,,Art History,4.0,ARTH,
120,96,ARTH 594,Independent Study,3.0,"Exceptionally qualified students entering their third- or fourth-year may take a program of independent study provided it has been approved by the Department or Departments principally involved. The Department may approve an independent study program without permitting it to be counted toward a concentration in that Department. It is, consequently, the responsibility of students taking such programs to ensure that the concentration requirements for their degree will be met.
NOTE Requests for such a program must be received one month before the start of the first term in which the student intends to undertake the program.",Prerequisite Permission of the Department or Departments principally involved.,Faculty of Arts and Science,,Permission of the Department or Departments principally involved.,,,,Art History,,ARTH,
121,97,ARTH 595,Independent Study,6.0,"Exceptionally qualified students entering their third- or fourth-year may take a program of independent study provided it has been approved by the Department or Departments principally involved. The Department may approve an independent study program without permitting it to be counted toward a concentration in that Department. It is, consequently, the responsibility of students taking such programs to ensure that the concentration requirements for their degree will be met.
NOTE Requests for such a program must be received one month before the start of the first term in which the student intends to undertake the program.",Prerequisite Permission of the Department or Departments principally involved.,Faculty of Arts and Science,,Permission of the Department or Departments principally involved.,,,,Art History,,ARTH,
122,98,ARTH 596,Independent Study,12.0,"Exceptionally qualified students entering their third- or fourth-year may take a program of independent study provided it has been approved by the Department or Departments principally involved. The Department may approve an independent study program without permitting it to be counted toward a concentration in that Department. It is, consequently, the responsibility of students taking such programs to ensure that the concentration requirements for their degree will be met.
NOTE Requests for such a program must be received one month before the start of the first term in which the student intends to undertake the program.",Prerequisite Permission of the Department or Departments principally involved.,Faculty of Arts and Science,,Permission of the Department or Departments principally involved.,,,,Art History,,ARTH,
123,99,ARTH 597,Independent Study,18.0,"Exceptionally qualified students entering their third- or fourth-year may take a program of independent study provided it has been approved by the Department or Departments principally involved. The Department may approve an independent study program without permitting it to be counted toward a concentration in that Department. It is, consequently, the responsibility of students taking such programs to ensure that the concentration requirements for their degree will be met.
NOTE Requests for such a program must be received one month before the start of the first term in which the student intends to undertake the program.",Prerequisite Permission of the Department or Departments principally involved.,Faculty of Arts and Science,,Permission of the Department or Departments principally involved.,,,,Art History,,ARTH,
124,0,ARIN 101,Artificial Intelligence in Society,3.0,"A non-technical overview of what artificial intelligence is (and isn't) and how it affects society. ""Algorithms"" in social media and elsewhere. Generative AI. Bias, fairness, and ethics. Social, legal and commercial aspects. Public perceptions and reactions. A brief history and the potential future.",Prerequisite None.,Faculty of Arts and Science,,None.,,,,Artificial Intelligence,1.0,ARIN,
125,1,ARIN 201,Ethics and Fairness in Artificial Intelligence,3.0,"A thorough investigation of the complex ethical and fairness conundrums raised by artificial intelligence, such as: Who is responsible when AI causes harm? Must we give up privacy to get technological innovation? Is automated decision-making fair? What causes social media echo chambers? Can tech companies be effectively regulated? How can we prevent unethical AI from being built? Explores more intricate ethical theories, cutting-edge technology, and useful techniques for developing morally sound AI solutions.",Prerequisite (Level 2 or above and a minimum grade of C- in ARIN 101/3.0) or permission of the School.,Faculty of Arts and Science,,(Level 2 or above and a minimum grade of C- in ARIN 101/3.0) or permission of the School.,,,,Artificial Intelligence,2.0,ARIN,
126,2,ARIN 210,Applications of Artificial Intelligence,3.0,"Embark on a comprehensive journey through the dynamic landscape of artificial intelligence. Uncover the power of natural language processing and computer vision. Dive into ethical considerations and explore AI's impact in various domains. Engage in hands-on projects to master cutting-edge AI techniques and technologies, forging a path toward innovative solutions for real-world challenges.",Prerequisite Level 2 or above and a minimum grade of C- in both ARIN 101/3.0 and COGS 100/3.0.,Faculty of Arts and Science,,Level 2 or above and a minimum grade of C- in both ARIN 101/3.0 and COGS 100/3.0.,,,,Artificial Intelligence,2.0,ARIN,
127,0,ASCX 150,Learning and Working in a Digital World,3.0,"The future is uncertain. Information is expanding at an exponential rate. Jobs that were formerly done by humans are being taken over by artificial intelligence and automation. This course will ask what it means to be a human learner and worker in a rapidly changing digital world. Students will develop a transferable and flexible toolbox of skills.
NOTE Also offered at Bader College, UK (Learning Hours may vary).",Prerequisite Registration in an Arts and Science Degree Program. Equivalency ASCX 101/3.0*.,Faculty of Arts and Science,,Registration in an Arts and Science Degree Program. Equivalency ASCX 101/3.0*.,,,,Arts & Science: Interdisciplinary,1.0,ASCX,"Susan Yates, Kerim Kartal"
128,1,ASCX 200,Dean's Changemaker Challenge: Collaborative Problem Solving,3.0,This course is part of the Dean's Changemaker Challenge. It is dedicated to preparing students to identify -a real- world problem and to implement their solution to a problem. Successful completion of this course will provide access to ASCX 300 where students will have the opportunity to execute on the real-world implementation of their solution.,Prerequisite Level 2 or above and registration in an Arts and Science Degree Plan. Exclusion ENIN 200/3.0.,Faculty of Arts and Science,,Level 2 or above and registration in an Arts and Science Degree Plan.,,ENIN 200/3.0.,,Arts & Science: Interdisciplinary,2.0,ASCX,
129,2,ASCX 300,Dean's Changemaker Challenge: Implementation Strategies,3.0,This course is part of the Dean's Changemaker Challenge. Students from this course will have successfully completed ASCX 200 to advance into ASCX 300. The course is dedicated to the implementation of their solution to a problem (identified in ASCX 200). The majority of work done in this course will be group work in an interdisciplinary team.,Prerequisite ASCX 200/3.0 and registration in an Arts and Science Degree Plan. Exclusion CHEE 302/3.5.,Faculty of Arts and Science,,ASCX 200/3.0 and registration in an Arts and Science Degree Plan.,,CHEE 302/3.5.,,Arts & Science: Interdisciplinary,3.0,ASCX,
130,3,ASCX 400,Interdisciplinary Client-based Project,3.0,"Multi-disciplinary teams of engineering, commerce, law, science, social science, and humanities students undertake consulting projects with industrial, government and not-for-profit clients. Projects will encompass topics based on societal and industry interests (such as social innovation, process improvement, business strategy, environment etc.).",Prerequisite Level 4 or above and permission of the Instructor. Exclusion APSC 401/4.5.,Faculty of Arts and Science,,Level 4 or above and permission of the Instructor.,,APSC 401/4.5.,,Arts & Science: Interdisciplinary,4.0,ASCX,
131,4,ASCX 401,Sustainable Impact,3.0,"The course will follow an inquiry-based approach in a cross-disciplinary setting where students will focus on a pre-identified social, economic or environmental issue. Together, students will collaboratively explore sustainability challenges while at the same time, further developing their knowledge, skills, and attributes needed for the future.",Prerequisite Level 4 or above.,Faculty of Arts and Science,,Level 4 or above.,,,,Arts & Science: Interdisciplinary,4.0,ASCX,
132,0,ASTR 101,Astronomy I: Solar System,3.0,"A non-mathematical introduction to the science of astronomy for non-specialist students. Topics to be covered include the fundamentals of astronomy; and introduction to the tools and techniques of modern observational astronomy; the historical development of our understanding of the Earth, Moon, and Solar System; space exploration of Mars, Jupiter, and other planets; the nature of the Sun; and the origin and uniqueness of our Solar System.
NOTE Also offered online, consult Arts and Science Online (Learning Hours may vary).
NOTE Also offered at Bader College, UK (Learning Hours may vary).",Prerequisite None.,Faculty of Arts and Science,,None.,,,,Astronomy,1.0,ASTR,David Alan Hanes
